rmsd,Rg,S1,S2,L1,L2,T,NC,nonNC
0.42368924483641907,0.1497099714575085,0.0,0.0,0.0,0.0,0.009000000000000001,0.004,0.745
0.26889530170876436,0.0651873676457049,0.434,0.154,0.0,0.0,0.109,0.24100000000000002,0.303
0.49810317434583834,0.3105146855722309,0.21,0.0,0.0,0.0,0.0,0.08199999999999999,0.327
0.5966408352517754,0.3721572599208175,0.271,0.0,0.0,0.0,0.0,0.105,0.19699999999999998
0.05466748808404397,0.08014915753613852,0.898,1.111,0.608,1.308,0.608,0.97,0.0
0.40404007652151364,0.15785839241322167,0.0,0.0,0.0,0.0,0.0,0.0,0.45799999999999996
0.3637365844168477,0.06118221158272721,0.212,0.314,0.0,0.0,0.057,0.16,0.22699999999999998
0.6375603903894167,0.5327778289291962,0.0,0.0,0.0,0.0,0.035,0.015,0.326
0.5939820368989333,0.3465610901390296,0.17,0.0,0.0,0.0,0.0,0.066,0.342
0.32784280665348076,0.06085995764662557,0.303,0.335,0.0,0.0,0.027999999999999997,0.187,0.087
0.6085730034694077,0.39199889512936187,0.0,0.0,0.0,0.0,0.087,0.036000000000000004,0.226
0.400019454622094,0.0780775250897708,0.425,0.027000000000000003,0.0,0.0,0.0,0.17,0.516
0.6823060212055381,0.4605929472424269,0.0,0.0,0.0,0.0,0.013000000000000001,0.005,0.276
0.5451509354430789,0.35673510726452445,0.175,0.0,0.0,0.0,0.0,0.068,0.369
0.1655912583898058,0.07094190221894861,0.9359999999999999,0.22899999999999998,1.094,0.204,0.505,0.648,0.037000000000000005
0.4804967413507993,0.2864377129177792,0.196,0.0,0.0,0.0,0.0,0.076,0.245
0.4398041568042541,0.16780222815578671,0.154,0.0,0.0,0.0,0.0,0.06,0.511
0.1587172919166045,0.0755915661541295,0.9590000000000001,0.18100000000000002,0.851,0.245,0.5660000000000001,0.6779999999999999,0.042
0.40608281184138,0.14980204401068045,0.0,0.0,0.0,0.061,0.0,0.008,0.253
0.4423981064167829,0.14929564496823503,0.231,0.0,0.0,0.0,0.017,0.09699999999999999,0.415
0.6391816088972472,0.45981033054046594,0.0,0.0,0.0,0.0,0.037000000000000005,0.015,0.375
0.5520897506565935,0.34494982045852135,0.32899999999999996,0.0,0.0,0.0,0.0,0.128,0.25
0.2157193346519244,0.08249700764202197,0.618,0.239,0.0,0.08900000000000001,0.37799999999999995,0.45,0.134
0.5273499562271003,0.2473989503728939,0.22399999999999998,0.0,0.0,0.0,0.0,0.087,0.433
0.1109237703057618,0.06868612466623703,1.024,1.239,0.851,0.531,0.82,1.0270000000000001,0.0
0.6536104536169385,0.47118129085719535,0.0,0.0,0.0,0.0,0.002,0.001,0.292
0.5730683181479199,0.38242334959948443,0.0,0.0,0.0,0.0,0.039,0.016,0.023
0.4610745436269901,0.14579688794770282,0.0,0.0,0.0,0.0,0.0,0.0,0.546
0.40102461009694884,0.11034895497652149,0.39899999999999997,0.021,0.0,0.0,0.0,0.159,0.41600000000000004
0.2652313478810674,0.07255317189945686,0.674,0.0,0.0,0.33399999999999996,0.507,0.517,0.10099999999999999
0.25265069226030284,0.0601694134978363,0.616,0.0,0.0,0.402,0.444,0.47700000000000004,0.192
0.0467559417658312,0.05851210754074221,0.9940000000000001,1.1320000000000001,1.215,0.852,0.667,0.9790000000000001,0.0
0.6038714697966993,0.3988122640640826,0.14,0.0,0.0,0.0,0.0,0.054000000000000006,0.485
0.5185305275445025,0.3907098793849553,0.0,0.0,0.0,0.0,0.006999999999999999,0.003,0.016
0.4117895009889433,0.17825246294079738,0.961,0.0,0.0,0.0,0.0,0.374,0.09
0.44372750559320384,0.07508516711168409,0.005,0.0,0.0,0.068,0.013000000000000001,0.016,0.396
0.279887163191855,0.056762729030476106,0.695,0.0,0.0,0.204,0.527,0.516,0.07200000000000001
0.24671703252164326,0.0435503176503085,0.434,0.17,0.0,0.0,0.094,0.237,0.36
0.3429525631464609,0.03600036829021268,0.313,0.479,0.0,0.006999999999999999,0.026000000000000002,0.215,0.242
0.11676015693395154,0.05809778105146857,1.045,1.1540000000000001,1.215,0.818,0.805,1.056,0.0
0.15651243474595505,0.02679311297302277,1.01,0.011000000000000001,1.337,0.252,0.525,0.6559999999999999,0.031
0.6957621348205311,0.6094282294448025,0.0,0.0,0.0,0.0,0.015,0.006,0.223
0.5041016828248112,0.2891078169597643,0.0,0.0,0.0,0.0,0.044000000000000004,0.018000000000000002,0.188
0.3817969585940793,0.06606205690083787,0.0,0.0,0.0,0.0,0.006999999999999999,0.003,0.541
0.4491099510392011,0.1753061412392966,0.0,0.0,0.0,0.0,0.006999999999999999,0.003,0.741
0.1255795856165494,0.0646809686032594,1.078,0.9940000000000001,1.215,0.49700000000000005,0.722,0.9640000000000001,0.0
0.5777374274504719,0.35088850013810874,0.226,0.0,0.0,0.0,0.002,0.08900000000000001,0.062
0.33828345384390907,0.11223644231654552,0.145,0.0,0.0,0.0,0.125,0.10800000000000001,0.667
0.42754774488505565,0.1551882883712366,0.0,0.0,0.0,0.0,0.015,0.006,0.804
0.6336046172303103,0.4974219685111867,0.166,0.0,0.0,0.0,0.0,0.064,0.46399999999999997
0.42498621964268346,0.1477304115643127,0.254,0.0,0.0,0.0,0.0,0.099,0.318
0.33176615544243054,0.11904981125126607,0.0,0.0,0.0,0.0,0.0,0.0,0.24600000000000002
0.36331506760481175,0.0716324463677378,0.23800000000000002,0.46299999999999997,0.0,0.0,0.066,0.19899999999999998,0.124
0.2761583606238449,0.0497191787128257,0.348,1.037,1.215,0.17,0.254,0.449,0.273
0.4012840050582018,0.09934628487247964,0.14,0.0,0.0,0.0,0.122,0.105,0.7559999999999999
0.435491715573425,0.1315256422060584,0.196,0.0,0.0,0.204,0.0,0.10300000000000001,0.42700000000000005
0.5634058558412504,0.3408525918423717,0.0,0.0,0.0,0.0,0.022000000000000002,0.009000000000000001,0.139
0.26701468823968094,0.07701869072829397,0.415,0.106,0.0,0.0,0.138,0.237,0.271
0.3936318537012419,0.0845686400883897,0.184,0.0,0.0,0.0,0.136,0.128,0.6809999999999999
0.2358872928893356,0.11854341220882057,0.518,0.07400000000000001,1.337,0.0,0.094,0.263,0.331
0.2534288771440615,0.025412024675444306,0.413,0.085,1.094,0.0,0.009000000000000001,0.187,0.506
0.5829253266755293,0.2835374274928644,0.0,0.0,0.0,0.0,0.0,0.0,0.25
0.6295515709607341,0.48641929840714465,0.0,0.0,0.0,0.0,0.004,0.002,0.382
0.40566129502934406,0.07328975232483198,0.105,0.489,0.0,0.006999999999999999,0.026000000000000002,0.136,0.192
0.4568917998767874,0.2618543412208821,0.175,0.0,0.0,0.0,0.0,0.068,0.316
0.4350377743912325,0.2026516895313507,0.156,0.0,0.0,0.0,0.044000000000000004,0.079,0.564
0.3498913783599754,0.13488629039683267,0.18899999999999997,0.0,0.0,0.006999999999999999,0.127,0.127,0.625
0.1500275607146331,0.05542767700948349,0.821,0.904,0.851,0.606,0.986,0.97,0.0
0.39220518141435107,0.11357149433753798,0.41100000000000003,0.016,0.0,0.0,0.002,0.163,0.364
0.6145715119483804,0.4584292422428874,0.0,0.0,0.0,0.0,0.0,0.0,0.354
0.10745436269900456,0.07816959764294272,1.031,1.1909999999999998,1.215,0.5720000000000001,0.787,1.0170000000000001,0.0
0.2520670535974839,0.041708866586870556,0.604,0.064,1.337,0.0,0.02,0.264,0.527
0.23903245679452675,0.10266089678666789,0.48100000000000004,0.149,1.094,0.0,0.042,0.23800000000000002,0.392
0.3780681560260692,0.07678850934536426,0.0,0.0,0.0,0.0,0.011000000000000001,0.005,0.6940000000000001
0.3600077818488376,0.12443605561182222,0.002,0.0,0.0,0.0,0.0,0.001,0.374
0.7501702279433222,0.6570757757112605,0.0,0.0,0.0,0.0,0.004,0.002,0.349
0.2548555494309523,0.06790350796427581,0.863,0.0,0.122,0.218,0.518,0.581,0.051
0.04523199636847055,0.06569376668815032,0.938,1.148,0.7290000000000001,1.274,0.7090000000000001,1.03,0.0
0.6838299666028989,0.5169873860602153,0.142,0.0,0.0,0.0,0.0,0.055,0.271
0.383483025842223,0.061964828284688404,0.0,0.0,0.0,0.0,0.07400000000000001,0.031,0.552
0.462079699101845,0.20182303655280368,0.147,0.0,0.0,0.0,0.107,0.102,0.5589999999999999
0.12713595538406666,0.07002117668722964,1.0170000000000001,0.7070000000000001,1.094,0.858,1.244,1.155,0.0
0.2583898057780228,0.06168861062517261,0.597,0.0,0.0,0.17,0.387,0.41600000000000004,0.20199999999999999
0.5067280568074966,0.3670472332197772,0.10300000000000001,0.0,0.0,0.0,0.0,0.04,0.292
0.25576343179533734,0.041524721480526695,0.348,0.064,1.094,0.0,0.009000000000000001,0.158,0.585
0.24175610388768196,0.06228708222079004,0.628,0.0,0.0,0.456,0.39799999999999996,0.47,0.204
0.1313186991342693,0.06702881870914285,0.973,1.021,0.972,0.6679999999999999,0.973,1.053,0.0
0.12321260659511687,0.0557038946689992,1.057,1.031,1.094,0.674,1.054,1.123,0.0
0.2767744236568205,0.01772396648559063,0.429,0.096,1.094,0.0,0.011000000000000001,0.196,0.607
0.5323757336013748,0.28772672866218574,0.0,0.0,0.0,0.0,0.0,0.0,0.26899999999999996
0.15087059433870498,0.06141239296565699,1.041,0.261,1.094,0.21100000000000002,0.573,0.723,0.044000000000000004
0.2752504782594598,0.051882883712365366,0.37799999999999995,0.9359999999999999,1.337,0.32,0.225,0.45299999999999996,0.254
0.38659576537725754,0.15656937666881507,0.31,0.0,0.0,0.02,0.037000000000000005,0.139,0.337
0.12256411919198469,0.04622042169229358,1.064,0.494,1.215,0.797,1.048,1.048,0.0
0.395447618430012,0.07789337998342694,0.446,0.011000000000000001,0.0,0.0,0.0,0.175,0.47200000000000003
0.4612366654777731,0.23229905165270234,0.09300000000000001,0.0,0.0,0.006999999999999999,0.10300000000000001,0.08,0.6829999999999999
0.218410557374923,0.08995488444894578,0.509,0.07400000000000001,1.094,0.0,0.085,0.254,0.371
0.6058169320060958,0.45796887947702797,0.0,0.0,0.0,0.0,0.027999999999999997,0.012,0.17300000000000001
0.3502156220615415,0.13658963263051282,0.17,0.0,0.0,0.0,0.11199999999999999,0.113,0.613
0.5808177426153497,0.42703250161126977,0.19399999999999998,0.0,0.0,0.0,0.0,0.075,0.469
0.4077364547193671,0.1317558235889881,0.32,0.0,0.0,0.02,0.039,0.14300000000000002,0.239
0.08310366071139068,0.07154037381456596,0.805,0.782,1.215,1.165,0.625,0.87,0.0
0.6571771343341656,0.5016573059570941,0.215,0.0,0.0,0.0,0.0,0.084,0.474
0.5621088810349859,0.3595433201362672,0.0,0.0,0.0,0.0,0.002,0.001,0.162
0.24266398625206703,0.08406224104594429,0.74,0.0,0.0,0.491,0.389,0.515,0.125
0.3984630848545767,0.16720375656016945,0.301,0.0,0.0,0.068,0.059000000000000004,0.151,0.187
0.5163905191141662,0.32952766780222814,0.154,0.0,0.0,0.0,0.004,0.062,0.381
0.6657371680555105,0.5346653162692201,0.25,0.0,0.0,0.0,0.0,0.09699999999999999,0.245
0.5583800784669758,0.2752969339839793,0.887,0.0,0.0,0.0,0.0,0.345,0.044000000000000004
0.8292532667552933,0.7515882515422151,0.0,0.0,0.0,0.0,0.017,0.006999999999999999,0.396
0.4832852371842677,0.2543504281373723,0.8540000000000001,0.0,0.0,0.0,0.002,0.33299999999999996,0.038
0.5200544729418631,0.3445815302458336,0.0,0.0,0.0,0.0,0.0,0.0,0.298
0.2525209947796764,0.04516158733081675,0.33799999999999997,1.016,1.094,0.23199999999999998,0.203,0.428,0.258
0.35838656334100705,0.04262959211858953,0.166,0.0,0.0,0.0,0.129,0.11800000000000001,0.909
0.5096138257514348,0.31815670748549857,0.184,0.0,0.0,0.0,0.0,0.07200000000000001,0.28300000000000003
0.2972017768554846,0.02748365712181204,0.156,0.0,0.0,0.0,0.11199999999999999,0.107,0.632
0.17227067864206735,0.06463493232667349,0.929,0.303,1.094,0.23800000000000002,0.584,0.695,0.053
0.31065789047047765,0.05736120062609345,0.313,0.335,0.0,0.0,0.044000000000000004,0.19699999999999998,0.161
0.39256184948607376,0.1864929564496824,0.0,0.0,0.0,0.006999999999999999,0.0,0.001,0.348
0.6475146720274958,0.5335144093545714,0.0,0.0,0.0,0.0,0.0,0.0,0.07200000000000001
0.24730067118446222,0.07015928551698741,0.838,0.0,0.0,0.42200000000000004,0.38299999999999995,0.541,0.146
0.49625498524691153,0.21452904889052568,0.0,0.0,0.0,0.0,0.0,0.0,0.239
0.60529814208359,0.4070987938495535,0.203,0.0,0.0,0.0,0.0,0.079,0.41100000000000003
0.5160662754126002,0.3943007089586594,0.226,0.0,0.0,0.0,0.0,0.08800000000000001,0.34600000000000003
0.13939236730326512,0.06550962158180654,1.0270000000000001,0.968,1.094,0.777,1.078,1.124,0.0
0.5253072209072339,0.3799373906638432,0.09300000000000001,0.0,0.486,0.0,0.0,0.04,0.256
0.5211569015271879,0.3519933707761716,0.0,0.0,0.0,0.0,0.039,0.016,0.292
0.43828021140689344,0.109934628487248,0.07,0.0,0.0,0.075,0.013000000000000001,0.043,0.365
0.8365487500405305,0.7680232022833993,0.0,0.0,0.0,0.0,0.046,0.019,0.02
0.5072144223598457,0.3025504097228615,0.191,0.0,0.0,0.0,0.0,0.07400000000000001,0.455
0.11974319898835965,0.06247122732713382,1.024,1.239,1.094,0.484,0.8,1.015,0.0
0.4853603968742907,0.16527023294355947,0.0,0.0,0.0,0.0,0.017,0.006999999999999999,0.655
0.594825070523005,0.4748181567074854,0.0,0.0,0.0,0.0,0.0,0.0,0.21600000000000003
0.16280276255633733,0.06306969892275116,0.971,0.18100000000000002,1.215,0.23199999999999998,0.5660000000000001,0.6829999999999999,0.045
0.3045296845108784,0.10556118221158284,0.397,0.0,0.0,0.006999999999999999,0.02,0.163,0.222
0.39625822768392727,0.09469662093729858,0.39399999999999996,0.037000000000000005,0.0,0.0,0.0,0.16,0.425
0.3993385428488052,0.0828192615781236,0.35200000000000004,0.0,0.0,0.0,0.0,0.13699999999999998,0.405
0.5915177847670309,0.44042905809778093,0.0,0.0,0.0,0.0,0.0,0.0,0.172
0.15482636749781137,0.05984715956173467,1.006,0.064,1.337,0.225,0.5660000000000001,0.677,0.021
0.2305048474433384,0.09814934168124487,0.48100000000000004,0.021,1.337,0.0,0.039,0.217,0.36700000000000005
0.10528192989851172,0.047555473713286195,1.038,0.76,1.094,0.7829999999999999,0.98,1.053,0.0
0.25530949061314484,0.06426664211398593,0.698,0.0,0.0,0.313,0.42,0.48700000000000004,0.158
0.5230050906261146,0.3321056992910414,0.0,0.0,0.0,0.0,0.0,0.0,0.233
0.2629292175999482,0.08332566062056901,0.623,0.0,0.0,0.225,0.501,0.48,0.07400000000000001
0.43040108945883726,0.15385323635024398,0.145,0.0,0.0,0.006999999999999999,0.006999999999999999,0.06,0.268
0.5023507668363542,0.1708406224104595,0.023,0.0,0.0,0.0,0.0,0.009000000000000001,0.615
0.5647352550176713,0.4460915201178528,0.154,0.0,0.0,0.0,0.0,0.06,0.439
0.4128270808339548,0.08783721572599221,0.027999999999999997,0.0,0.0,0.013999999999999999,0.004,0.015,0.429
0.10589799293148729,0.05027161403185711,1.0659999999999998,0.946,0.851,0.736,0.943,1.072,0.0
0.28896598683570573,0.04511555105423074,0.278,0.883,1.337,0.027000000000000003,0.21,0.359,0.255
0.5080898803540741,0.2672405855814381,0.07,0.0,0.0,0.0,0.0,0.027000000000000003,0.542
0.4317629130054149,0.27129177792100173,0.20800000000000002,0.0,0.0,0.0,0.0,0.081,0.44
0.734087740345644,0.6730503636865849,0.0,0.0,0.0,0.0,0.0,0.0,0.02
0.6834408741610194,0.564128533284228,0.0,0.0,0.0,0.0,0.0,0.0,0.062
0.4750818715346455,0.17189945677193633,0.044000000000000004,0.0,0.0,0.0,0.107,0.062,0.502
0.598229629389449,0.4592118589448485,0.0,0.0,0.0,0.0,0.0,0.0,0.16899999999999998
0.4620148503615317,0.26825338366632906,0.14,0.0,0.0,0.0,0.0,0.054000000000000006,0.535
0.4532926947894037,0.1407328975232483,0.0,0.0,0.0,0.0,0.024,0.01,0.42100000000000004
0.6850945170390064,0.4662093729859129,0.217,0.0,0.0,0.0,0.0,0.084,0.28
0.423365001134853,0.19731148144738056,0.0,0.0,0.0,0.0,0.0,0.0,0.222
0.4797185564670406,0.36110855354018967,0.212,0.0,0.0,0.0,0.0,0.083,0.488
0.6134690833630557,0.47145750851671103,0.182,0.0,0.0,0.0,0.0,0.071,0.327
0.4221652994390584,0.09469662093729858,0.075,0.0,0.0,0.0,0.063,0.055,0.679
0.5314354268668331,0.22373630420771567,0.866,0.0,0.0,0.0,0.0,0.337,0.094
0.36918387860315816,0.0609520301997975,0.0,0.0,0.0,0.0,0.042,0.017,0.41
0.23339061638727668,0.09953042997882333,0.474,0.09,0.972,0.0,0.109,0.252,0.51
0.3998249084011543,0.10823128625356791,0.0,0.0,0.0,0.0,0.009000000000000001,0.004,0.636
0.5167796115560456,0.3164533652518185,0.0,0.0,0.0,0.048,0.035,0.021,0.191
0.11141013585811094,0.04861430807476295,1.0270000000000001,0.877,0.608,0.647,1.03,1.067,0.0
0.40186764372102074,0.1335052020992542,0.0,0.0,0.0,0.0,0.0,0.0,0.396
0.7041924710612496,0.5276678022281558,0.0,0.0,0.0,0.0,0.048,0.02,0.11900000000000001
0.05700204273531986,0.06979099530429986,1.071,0.9890000000000001,1.337,0.838,0.652,0.978,0.0
0.6325346130151421,0.41068962342325754,0.0,0.0,0.0,0.0,0.009000000000000001,0.004,0.26
0.14743361110210432,0.06684467360279907,0.996,0.261,1.094,0.191,0.45899999999999996,0.6559999999999999,0.048
0.4764436950812231,0.28588527759874777,0.159,0.0,0.0,0.0,0.0,0.062,0.469
0.26040011672773256,0.04640456679863744,0.47100000000000003,0.08,0.972,0.0,0.011000000000000001,0.209,0.58
0.37307480302195134,0.20476935825430445,0.254,0.0,0.0,0.013999999999999999,0.017,0.10800000000000001,0.26899999999999996
0.23984306604844202,0.06247122732713382,0.8959999999999999,0.16,0.0,0.061,0.35,0.529,0.24600000000000002
0.42728834992380266,0.1539453089034159,0.0,0.0,0.0,0.0,0.0,0.0,0.435
0.6668720210109919,0.5508700856274744,0.0,0.0,0.0,0.0,0.061,0.025,0.121
0.05962841671800525,0.05114630328699025,1.008,0.7120000000000001,0.851,1.158,0.748,0.985,0.0
0.17126552316721247,0.08475278519473348,1.003,0.266,1.094,0.198,0.5529999999999999,0.7,0.026000000000000002
0.3166563989494504,0.14436976337353835,0.182,0.0,0.0,0.0,0.129,0.124,0.563
0.3410395253072209,0.09787312402172915,0.24,0.0,0.0,0.0,0.0,0.09300000000000001,0.306
0.26127557472196106,0.04419482552251177,0.483,0.207,1.094,0.0,0.009000000000000001,0.235,0.516
0.34298498751661743,0.11320320412485042,0.18899999999999997,0.0,0.0,0.006999999999999999,0.096,0.114,0.634
0.7805518627800655,0.7073473897431175,0.0,0.0,0.0,0.0,0.0,0.0,0.125
0.42608864822800824,0.05358622594604554,0.013999999999999999,0.0,0.0,0.14300000000000002,0.006999999999999999,0.027000000000000003,0.43700000000000006
0.7584060179631011,0.6391216278427401,0.0,0.0,0.0,0.0,0.015,0.006,0.21899999999999997
0.24185337699815182,0.06445078722032963,0.728,0.0,0.0,0.395,0.376,0.49200000000000005,0.261
0.7761421484387666,0.6916029831507228,0.0,0.0,0.0,0.0,0.02,0.008,0.287
0.6092539152426963,0.4893195838320596,0.121,0.0,0.0,0.0,0.0,0.047,0.317
0.2569307091209753,0.07223091796335515,0.7,0.0,0.0,0.402,0.332,0.46399999999999997,0.193
0.39771732434097473,0.10104962710615964,0.418,0.032,0.0,0.0,0.0,0.168,0.379
0.6554586427158652,0.4767977166006814,0.0,0.0,0.0,0.0,0.0,0.0,0.34700000000000003
0.45089329139781464,0.1718534204953504,0.0,0.0,0.0,0.0,0.009000000000000001,0.004,0.679
0.2455173308258487,0.05726912807292152,0.19399999999999998,1.09,1.337,0.075,0.203,0.366,0.20800000000000002
0.39009759735417143,0.09198048061872767,0.245,0.0,0.0,0.0,0.011000000000000001,0.1,0.34299999999999997
0.31205213838721185,0.11232851486971737,0.196,0.532,0.0,0.006999999999999999,0.031,0.18100000000000002,0.078
0.5931065789047049,0.3986281189577387,0.19399999999999998,0.0,0.0,0.0,0.0,0.075,0.281
0.4801724976492332,0.17733173740907832,0.037000000000000005,0.0,0.0,0.0,0.0,0.015,0.608
0.44612690898479296,0.18557223091796343,0.0,0.0,0.0,0.0,0.004,0.002,0.494
0.5434648681949353,0.3428781880121537,0.114,0.0,0.0,0.0,0.024,0.054000000000000006,0.273
0.4988165104892837,0.19459534112880947,0.026000000000000002,0.0,0.0,0.0,0.052000000000000005,0.032,0.597
0.10499011056710222,0.07844581530245835,1.111,1.074,1.094,0.49700000000000005,0.7979999999999999,1.021,0.0
0.5235238805486203,0.3512567903507963,0.177,0.0,0.0,0.0,0.0,0.069,0.405
0.4873707078240006,0.19574624804345822,0.037000000000000005,0.0,0.0,0.0,0.02,0.023,0.5579999999999999
0.42926623650335594,0.13516250805634844,0.217,0.0,0.0,0.0,0.083,0.11900000000000001,0.614
0.6316915793910702,0.42100174937851015,0.0,0.0,0.0,0.0,0.05,0.021,0.188
0.2774877598002659,0.0510081944572324,0.184,0.0,0.0,0.0,0.131,0.126,0.69
0.4173989170260367,0.12687597827087752,0.068,0.0,0.0,0.02,0.0,0.028999999999999998,0.375
