0.2,300,-0.0564798001723,11
0.2,305,-0.185454258605,12
0.2,310,-0.304691242599,13
0.2,315,-0.248459717427,13
0.2,320,-0.0673445190111,12
0.2,325,-0.155909378449,12
0.2,330,-0.177068903788,12
0.2,335,-0.0770489535622,11
0.2,340,-0.103511162897,11
0.2,345,-0.228630009367,11
0.2,350,-0.181625366221,11
0.2,355,-0.3038660814,14
0.2,360,-0.109217627539,12
0.2,365,-0.237681099418,12
0.2,370,-0.102055587597,12
0.2,375,-0.202413934316,12
0.2,380,-0.0992444594824,12
0.2,385,-0.276778787592,14
0.2,390,-0.237012461966,14
0.2,395,-0.389919351254,13
0.2,400,-0.391969823666,13
0.2,405,-0.127402399728,11
0.2,410,-0.147140293128,12
0.2,415,-0.287181941726,13
0.2,420,-0.269195523276,13
0.2,425,-0.307565024053,14
0.2,430,-0.3167141006,13
0.2,435,-0.178967090067,13
0.2,440,-0.18243165979,13
0.2,445,-0.344309659533,14
0.2,450,-0.348148600762,14
0.2,455,-0.450310625471,15
0.2,460,-0.314042494841,12
0.2,465,-0.446299830571,13
0.2,470,-0.349405347579,12
0.2,475,-0.363264622677,14
0.2,480,-0.355829164544,15
0.2,485,-0.361982190674,16
0.2,490,-0.369391295715,17
0.2,495,-0.353512031864,15
0.2,500,-0.413596464425,16
0.2,505,-0.37353912193,14
0.2,510,-0.332382969312,13
0.2,515,-0.31905791406,13
0.2,520,-0.396045634652,15
0.2,525,-0.331878807117,14
0.2,530,-0.330035805903,14
0.2,535,-0.31618311556,14
0.2,540,-0.344769220285,14
0.2,545,-0.351747940207,14
0.2,550,-0.366018040464,14
0.2,555,-0.405032726035,15
0.2,560,-0.367220618252,14
0.2,565,-0.37685609664,15
0.2,570,-0.399128251466,16
0.2,575,-0.389633981616,15
0.2,580,-0.35465997535,16
0.2,585,-0.359433433346,16
0.2,590,-0.385485957555,19
0.2,595,-0.400388774791,18
0.2,600,-0.405312801109,17
0.2,605,-0.393086354106,17
0.2,610,-0.456129727262,17
0.2,615,-0.400759422019,15
0.2,620,-0.367729959947,12
0.2,625,-0.391699618925,11
0.2,630,-0.364620330607,11
0.2,635,-0.21475267642,10
0.2,640,-0.191259921488,10
0.2,645,-0.259776905022,11
0.2,650,-0.257505738925,11
0.2,655,-0.281190064588,12
0.2,660,-0.295496613407,12
0.2,665,-0.285445923549,12
0.2,670,-0.314537320016,12
0.2,675,-0.317635506572,12
0.2,680,-0.278799085736,12
0.2,685,-0.277916282339,12
0.2,690,-0.275968410952,11
0.2,695,-0.26708881236,11
0.24000000000000002,300,0.180349033638,9
0.24000000000000002,305,0.173286577371,9
0.24000000000000002,310,0.121968873264,10
0.24000000000000002,315,0.106320001441,11
0.24000000000000002,320,0.0937057708703,10
0.24000000000000002,325,0.1652891168,9
0.24000000000000002,330,0.18280721478,9
0.24000000000000002,335,0.173149540092,9
0.24000000000000002,340,0.155236902238,10
0.24000000000000002,345,0.0430039404181,11
0.24000000000000002,350,0.0601975772175,11
0.24000000000000002,355,-0.00306399666962,11
0.24000000000000002,360,0.0100884861352,11
0.24000000000000002,365,0.0244346504462,11
0.24000000000000002,370,0.0162898211794,11
0.24000000000000002,375,0.00542649152105,11
