300,400,500,600,700,800,900,1000
9,9,8,8,8,8,7,6
8,8,8,8,8,8,8,6
8,8,8,8,8,8,7,6
8,8,8,8,8,8,7,5
8,8,8,8,8,8,7,6
8,8,8,8,8,8,8,6
8,8,8,8,8,8,8,6
8,8,8,8,8,8,8,6
8,8,8,8,8,8,8,5
9,8,8,8,8,8,7,6
8,8,8,8,8,8,7,6
8,8,8,8,8,8,7,6
8,8,8,8,8,8,7,6
8,8,8,8,8,8,8,5
8,8,8,8,8,8,7,5
8,8,8,8,8,8,7,6
8,8,8,8,8,8,7,6
8,8,8,8,8,8,8,6
8,8,8,8,8,8,7,5
8,8,8,8,8,8,7,6
8,8,8,8,8,8,7,6
8,8,8,8,8,8,7,5
8,8,8,8,8,8,7,6
8,8,8,8,8,8,8,5
8,8,8,8,8,8,8,6
8,8,8,8,8,8,7,5
8,8,8,8,8,8,8,6
8,8,8,8,8,8,7,6
8,8,8,8,8,8,7,6
8,8,8,8,8,8,8,6
8,8,8,8,8,8,7,7
8,8,8,8,8,8,7,5
8,8,8,8,8,8,7,5
8,8,8,8,8,8,8,6
8,8,8,8,8,8,8,6
8,8,8,8,8,8,8,5
8,8,8,8,8,8,7,6
8,8,8,8,8,8,7,5
8,8,8,8,8,8,7,6
8,8,8,8,8,8,7,6
8,8,8,8,8,8,7,6
8,8,8,8,8,8,8,6
8,8,8,8,8,8,7,5
8,8,8,8,8,8,7,6
8,8,8,8,8,8,7,6
8,8,8,8,8,8,8,7
8,8,8,8,8,8,7,7
8,8,8,8,8,8,8,6
8,8,8,8,8,8,7,6
8,8,8,8,8,8,8,6
8,9,8,8,8,8,7,6
7,4,4,4,4,3,3,3
8,4,4,4,3,3,3,3
6,4,4,4,3,3,3,2
5,5,4,4,4,3,3,3
7,4,4,4,4,3,3,3
5,5,4,4,3,3,3,3
6,6,4,4,4,3,3,3
7,5,4,4,4,3,3,3
6,5,4,4,3,3,3,2
6,4,4,4,3,3,3,3
6,4,4,3,3,3,3,3
8,5,4,4,3,3,3,2
7,4,4,4,3,3,3,3
5,4,4,4,3,3,3,3
7,6,5,3,3,3,3,3
7,4,4,4,4,3,3,2
6,6,4,4,3,3,3,3
6,4,4,4,4,3,3,3
6,4,4,4,4,3,3,3
5,4,4,4,4,3,3,3
7,4,4,4,4,4,3,3
